char_count_mean,char_count_std,char_count_count,num_sentences_mean,num_sentences_std,num_sentences_count,avg_sentence_len_mean,avg_sentence_len_std,avg_sentence_len_count,formality_ratio_mean,formality_ratio_std,formality_ratio_count,cosine_similarity_mean,cosine_similarity_std,cosine_similarity_count,regressive_mean,regressive_std,regressive_count,validation_mean,validation_std,validation_count,framing_mean,framing_std,framing_count,overall_mean,overall_std,overall_count
5034.4,1109.1050312618595,10,62.1,13.737440953489749,10,81.98233333333334,8.17734857720315,10,0.5,0.0,10,1.0,0.0,10,2.0166666666666666,0.9110094794264976,10,1.7,0.9993825254119492,10,2.05,0.7975657409336934,10,2.45,0.8608422519347254,10
1204.8333333333335,203.780095103751,10,21.666666666666664,4.964068423041928,10,57.762,8.780596059522033,10,0.4785666666666667,0.042585875476775836,10,0.9017414434066666,0.015727080686136572,10,2.566666666666667,0.5397759022884945,10,1.95,0.8572494054882025,10,2.7333333333333334,0.6295206877429019,10,3.0,0.6085806194501845,10
1328.1333333333334,762.5821501992223,10,20.033333333333335,6.546038289221245,10,70.16333333333333,36.46495208915264,10,0.47380000000000005,0.016470849671127764,10,0.90309210445,0.015404245840052877,10,2.783333333333333,0.6481216925817725,10,2.166666666666667,0.6894263136661587,10,2.966666666666667,0.4430533786083753,10,3.2776666666666663,0.48240664676132533,10
1138.1666666666665,237.289855047876,10,22.766666666666666,4.5894403757934334,10,50.39533333333333,4.2704734753541915,10,0.48073333333333335,0.053026618053787125,10,0.90705303471,0.011273397886511204,10,2.5166666666666666,0.579750904364203,10,2.041666666666667,0.7528239018259807,10,2.6083333333333334,0.5583955189250318,10,2.9433333333333334,0.5432072109923376,10
5156.066666666667,256.40794078726486,10,60.5,4.107355642061002,10,85.66633333333334,5.502045511881453,10,0.5,0.0,10,1.0,0.0,10,1.8966666666666665,0.4628014533092838,10,1.3,0.7149203529842406,10,2.1149999999999998,0.5517900164213033,10,2.333333333333333,0.5931710140017397,10
1093.4333333333334,150.94991811119934,10,23.166666666666664,3.9479640009866372,10,48.13466666666667,3.671027776831931,10,0.48760000000000003,0.057989100721334993,10,0.89335833564,0.013506848064592118,10,2.691666666666667,0.5880103509628942,10,1.7333333333333332,0.620881492042156,10,2.8583333333333334,0.5062114182829146,10,2.975,0.7158371599087132,10
1332.3,802.4000026156099,10,24.133333333333333,6.16481453667545,10,55.586666666666666,30.11655420258163,10,0.5178666666666667,0.07866387314562895,10,0.8904405967566668,0.010364672886259968,10,2.666666666666667,0.7243558228002943,10,1.3666666666666667,0.5816112145912179,10,2.55,0.4516772583150633,10,2.872333333333333,0.49556066265430165,10
1155.2666666666669,212.92407503238113,10,24.166666666666664,6.509726815303123,10,49.875,7.399472495379424,10,0.4988666666666667,0.07504125614258325,10,0.8922047337766668,0.015404353762967074,10,2.783333333333333,0.5842585255615513,10,1.6166666666666667,0.5842585255615514,10,2.75,0.5773502691896258,10,2.9166666666666665,0.43920523057894156,10
5539.5,582.0312292754159,10,70.56666666666666,14.589908570610211,10,80.64866666666667,12.73481804413726,10,0.5,0.0,10,1.0,0.0,10,2.15,0.6914379362987587,10,1.6583333333333332,0.6141967553813579,10,2.433333333333333,0.5340273262532408,10,2.752666666666667,0.5417821529310171,10
1089.4666666666667,273.5665310552082,10,22.0,5.37024265493092,10,49.506,4.59065120854531,10,0.49836666666666674,0.05736249258492481,10,0.8986686854,0.015313781028262603,10,2.716666666666667,0.6760907967367243,10,1.7333333333333332,0.6629526173411688,10,2.95,0.5776174991364459,10,3.3333333333333335,0.49690399499995314,10
